Cluster ID,Número de Abstracts,Ejemplo de Abstract
1317,2,"All operations in process metallurgy involve complex phenomena comprising momentum, heat, and/or mass transport; iron- and steelmaking is not an exception. Transport phenomena, i.e. fluid flows, heat transfer and mass transfer, play a dominant role in ..."
2750,1,"Current theories of artificial intelligence (AI) generally exclude human emotions. The idea at the core of such theories could be described as cognition is computing; that is, that human psychological and symbolic representations and the operations ..."
1970,1,"One of the major limitations of reactivity controlled compression ignition is higher unburned hydrocarbon and carbon monoxide emissions and lower thermal efficiency at part load operating conditions. In the present study, a combined numerical approach ..."
676,1,"Digital technology offers new possibilities for children to play, express themselves, learn, and communicate. A recent development in online practice is a shift toward youth engaged in computer programming online communities. Programming is argued to be ..."
2089,1,"Background Restrictive eating behaviors, widespread in humans and animals, are often conceptualized as maladaptive, but may serve adaptive purposes under specific circumstances. Aim To investigate the adaptive potential of restrictive eating behaviors. ..."
899,1,"Visual aesthetics play a pivotal role in attracting and retaining customers in service environments. Building on theories of environmental psychology, this study introduces a novel and comprehensive aesthetic measure for evaluating servicescape design, ...Graphical Abstract"
489,1,"In this short note we present an elementary matrix-constructive algorithmic proof of the Quillen-Suslin theorem for Ore extensions A := K[x; , ], where K is a division ring,  : K  K is a division ring automorphism and  : K  K is a -derivation of K. ..."
34,1,Previous publications show that computational fluid dynamics (CFD) can be readily used for the flow prediction and analysis of screw compressors. Several case studies are presented in this article to show the scope and applicability of such methods. These ...
1637,1,"David Marr's book Vision attempted to formulate a thoroughgoing formal theory of perception. Marr borrowed much of the computational level from James Gibson: a proper understanding of the goal of vision, the natural constraints, and the available ..."
2390,1,"A computational investigation of the interaction of the vectored primary jet from the main engine with the subsonic flow around a tailless unmanned air vehicle (UAV) configuration, with a cropped diamond wing planform, has been carried out. An ..."
2053,1,"In a rapidly changing public health crisis such as COVID-19, researchers need innovative approaches that can effectively link qualitative approaches and computational methods. In this article, computational and qualitative methods are used to analyze ..."
263,2,"Despite the growing popularity of digital narratives, research on digital storytelling and its spread through social media interactions remains limited. Inspired by the social contagion theory, we introduce the concept of narrative contagionwhere a story ..."
2663,1,"To explore hypotheses based on Stanovichs proposal that analytic processing comprises a reflective-level, an algorithmic level, and specific mindware, 342 participants completed measures of thinking dispositions, general ability (GA), numeracy, and ..."
1177,1,A computational intelligence (CI)-based approach is presented for prognostics of machine conditions using morphological signal processing (MSP). The machine vibration signals are processed using MSP to extract a novel entropy-based health index (...
1659,1,"Based on textual analysis of publicly available documents published by the Food and Agriculture Organization, Bayer, and its partner delivery start-ups, this paper provides insight into the data-driven processes and technologies that are transforming ..."
2126,1,"Discussions about the replicability of psychological studies have primarily focused on improving research methods and practices, with less attention paid to the role of well-specified theories in facilitating the production of reliable empirical results. ..."
185,1,"Advancements in artificial intelligence (AI) signal a significant shift toward more automated and data-driven workplaces, emphasizing the need for Human Resource Development (HRD) to prepare the workforce with adequate AI competencies for AI-empowered ..."
1478,1,"People spend most of their time indoors; therefore, maintaining a good indoor air quality and meeting the requirements of comfort and energy efficiency are essential. One of the most widespread strategies to achieve this objective is improving ventilation ..."
1122,1,"System availability is a key performance measure in the process industry. It ensures continuous operation of facilities to meet production targets, personnel safety and environmental sustainability. Process machinery condition assessment, early fault ..."
2866,1,"Presentation of data is a major component to academic research. However, programming languages, computational tools, and methods for exploring and analyzing data can be time consuming and frustrating to learn and finding help with these stages of the ..."
586,1,"The convergence of systems neuroscience and open science arouses great interest in the current brain big data era, highlighting the thinking capability of intelligent agents in handling multi-source knowledge, information and data across various levels of ..."
2060,1,"This study uses diachronic computational analysis enhanced with a qualitative approach to examine ongoing changes in communication studies, comparing trends in two European media studies journals and three major International Communication Association ..."
1274,1,"The extracellular space has an ambiguous role in neuroscience. It is present in every physiologically relevant system and often used as a measurement site in experimental recordings, but it has received subordinate attention compared to the intracellular ..."
3041,2,"This article presents an investigation of the relative importance of key design parameters of a horizontal axis wind turbine (HAWT) blade. Computational fluid dynamics (CFD) is used as the main tool, after validation against experimental data of ..."
2343,1,"This article offers a longitudinal computational-rhetorical analysis of biomedical writing on opioids. Using a corpus of 1,467 articles and essays published in the New England Journal of Medicine and the Journal of the American Medical Association between ..."
1793,1,A typical centrifugal impeller characterized by a low flow coefficient and cylindrical blades is redesigned by means of an intelligent automatic search program. The procedure consists of a feasible sequential quadratic programming algorithm (...
968,1,"Background Septal deviation is an extremely common anatomic variation in healthy adults. However, there are no standard criteria to determine when a deviated septum is clinically relevant. Presently, selection of patients for septoplasty is based on mostly ..."
734,1,"Previous research on dynamic processes during newcomer socialization has involved longitudinal field designs and state-of-the-art analyses. However, findings from this research either contradict key conceptual issues described by prominent socialization ..."
40,1,Determining and understanding the performance characteristics of marine propellers by experiments is quite a complex and costly task. Numerical predictions using computational fluid dynamics simulations could be a valuable alternative provided that the ...
1218,1,"Why do some individuals pick up arms as opposed to others who live under the same conditions? Environmental and group theories fail to differentiate between these individuals. In response, we apply the cognitive mapping approach and model violence as ..."
1667,1,This work addresses crosswind stability exemplified for the German Railway Deutsche Bahn AG high-speed train ICE 2. The scope of the work is to describe the flow by means of computational fluid dynamics past the leading two cars of the train for ...
38,1,Computational fluid dynamics (CFD) is an indispensable simulation tool for predicting the emission of pollutants in the work environment. Welding is one of the most common industrial processes that might expose the operators and surrounding workers to ...
3075,1,"This paper reviews recent developments by the Washington/Brown groups for the study of anatomical shape in the emerging new discipline of computational anatomy. Parametric representations of anatomical variation for computational anatomy are reviewed, ..."
67,2,The wind flow field constitutes an important input parameter for computational fluid dynamics (CFD) simulations that are used in architectural design for the design and analysis of natural ventilation strategies. Despite indications that the wind flow ...
2010,1,"Objective Healthcare systems require transformation to meet societal challenges and projected health demands. Digital and computational tools and approaches are fundamental to this transformation, and hospitals have a key role to play in their development ..."
1843,1,"Recent experimental evidence indicates that animals can use mental simulation to make decisions about the actions to take during goal-directed navigation. The principal brain areas found to be active during this process are the hippocampus, the ventral ..."
234,4,"Past research has shown that multidimensional computational fluid dynamics modeling in combination with a genetic algorithm method is an effective approach for optimizing internal combustion engine design. However, optimization studies performed with a ..."
2128,1,The evolving digital world requires scientifically literate citizens who are able to critically evaluate Internet sources of varying credibility. Instruction on evidence evaluation in postsecondary education often focuses on peer-review as a singular ...
2885,2,"Experimental studies using human volunteers are limited to low acceleration impacts while whole cadavers, isolated cervical spine specimens, and impact dummies do not normally reflect the true human response. Computational modelling offers a cost ..."
339,2,RNA sequencing (RNA-seq) has revolutionized transcriptome analysis through profiling the expression of thousands of genes at the same time. Systematic analysis of orthologous transcripts across species is critical for understanding the evolution of gene ...
642,2,We characterize the computational complexity of a family of approximation multimodal logics in which interdependent modal connectives are part of the language. Those logics have been designed to reason in presence of incomplete information in the sense of ...
20,3,This article presents computational fluid dynamics results of the impact of a water spray on the fire smoke layer inside a hood. The models and the settings of parameters are discussed. Three experiments are performed by means of computational fluid ...
302,1,"Current conceptions of the integration of computers into society often depend on the view that the human mind, as well as the computer, is a computational system. This view is widely taken to have broad implications for educational policy. We present a ..."
2285,1,"Continuous requirements for more efficient aircrafts lead to the design and analysis of novel propulsion configurations, with an example being the boundary layer ingestion. The complexity and integration challenges in such aircraft synergistic propulsion ..."
1060,1,"In this work, the authors present a two-dimensional computational model for predicting the aeroelastic response as well as the output power of vertically arranged harvesters by taking into account all aerodynamic interactions. The piezo-aeroelastic ..."
283,1,"This article examines the impact of programming robots on sequencing ability in early childhood. Thirty-four children (ages 4.56.5 years) participated in computer programming activities with a developmentally appropriate tool, CHERP, specifically ..."
1901,1,Background Expert elicitation (EE) has been used across disciplines to estimate input parameters for computational modeling research when information is sparse or conflictual. Objectives We conducted a systematic review to compare EE methods used to generate ...
1779,1,Are we close to a complete inventory of living processes so that we might expect in the near future to reproduce every essential aspect necessary for life? Or are there mechanisms and processes in cells and organisms that are presently ...
3059,2,Background: Midvault reconstruction is an essential element of functional rhinoplasty. An improved understanding of airflow patterns after spreader graft (SG) or spreader flap (SF) techniques can inform surgical techniques based on individual anatomy. ...
307,2,"Programming learning has become an essential literacy for computer science (CS) and non-CS students in the digital age. Researchers have addressed that students conceptions of learning influence their approaches to learning, and thus impact their ..."
247,1,"Computational cognitive models typically focus on individual behavior in isolation. Models frequently employ closed-form solutions in which a state of the system can be computed if all parameters and functions are known. However, closed-form models are ..."
2493,1,"Increasingly, influencers are employed to market not only products but also ideas and beliefs. The far right has recognized the strategic potential of influencer communication to tap into new target groups and mobilize supporters. This paper provides ..."
1422,1,"For industries using multi-phase transportation pipelines, erosion has been identified as one of the main challenges. Thus, extensive experimental and computational studies on slurry erosion wear have been conducted already for smooth pipes, particularly ..."
1485,1,Project-based learning (PBL) aims to foster students problem-solving ability and collaboration by engaging them in completing a project in teams. Researchers have indicated the importance of guiding students to make comparisons and reflection during the ...
757,1,"This exciting and original book describes the work of David Marr and his colleagues at MIT on the computational theory of vision, particularly the early stages of shape analysis. Although much of the theorising is frankly speculative and not certain to ..."
2320,2,"The extent of inter-material mixing and the formation of intermetallic compounds play a critical role in the structural integrity and mechanical properties of the joints in the case of dissimilar metal friction stir welding. In general, there is a ..."
21,1,"The paper presents computational fluid dynamics-based numerical simulation of the through-thickness air permeability of woven structures, applying the theory of jet systems. The flow through the interstices between the warp and weft threads is modeled as ..."
496,1,Intake ingestion can cause several major problems (e.g. compressor surge and stall) for short take-off and vertical landing (STOVL) aircraft operating in ground effect. Numerical predictions of the flowfield associated with a generic twin-jet plus ...
1326,2,"Fuzzy Description Logics (DLs) are logics that allow to deal with structured vague knowledge. Although a relatively important amount of work has been carried out in the last years concerning the use of fuzzy DLs as ontology languages, the problem of ..."
1368,1,"A computational approach to visual perception is outlined. The investigation centres on two problems. One concerns the shape, and the other the edges, of dot figures. In determining edges it is not possible to delimit arbitrarily the region on which each ..."
2058,1,"This study investigated the differences in programming novices intrinsic motivation and performance within a Scratch-based programming learning environment using a pretestposttest intervention design. Specifically, this study aimed to examine what and ..."
1021,2,"Previous studies on inter-unit dispersion around multi-storey buildings focused mostly on an isolated building. Considering that the presence of an upstream building(s) would significantly modify the airflow pattern around a downstream building, this ..."
106,1,"Rigidity of thought is considered a main characteristic of persons with Asperger syndrome (AS). This rigidity may explain the poor comprehension of unusual semantic relations, frequently exhibited by persons with AS. Research indicates that such ..."
1417,1,"In this paper, we discuss a computational model that is able to detect and build word-like representations on the basis of sensory input. The model is designed and tested with a further aim to investigate how infants may learn to communicate by means of ..."
2748,1,"Massive Open Online Courses have become a frequent platform for learners to acquire knowledge. This study aims to explore multiple factors influencing learner retention in MOOCs during the COVID-19 pandemic. To address this, we collected quantitative and ..."
440,1,"In this paper we show that several classes of languages from computational complexity theory, such as EXPTIME, can be characterized in a continuous manner by using only polynomial differential equations. This characterization applies not only to languages, but ..."
2344,1,The versatility and application of Intelligent Multi-Agent Systems (I-MASs) is becoming more complex. The increase in complexity is due to a sudden requirement for Intelligent Agents (IAs) and I-MASs to exhibit more human-like functionality. This includes ...
2531,1,"The overhead multiple outlets ventilation duct system of 18 m long is used to maintain the specified indoor thermal comfort environment for each railway passenger car. Therefore, the flow uniformity of the overhead ventilation duct system is very ..."
6,2,This paper discusses the possibility of using computational fluid dynamics (CFD) to assess the influence of aerodynamic forces (aerodynamic uplift) on the mean contact force acting between a pantograph and the contact wire. The analysis consists of ...
1876,1,"Although in the ionizing radiation field many concepts and processes are currently recognized as radiobiological, there are also probabilistic ones, and a probabilistic treatment makes a better understanding about them. The purpose of this study is to ..."
23,1,A computational fluid dynamics model of the middle chamber of a triplex positive displacement reciprocating pump is presented to assess the feasibility of a transient numerical method to investigate the performance of the pump throughout the 180 of crank ...
449,1,"In this study, NiTi shape memory alloys coupled in series with Al are considered as building blocks for thermal diodes. It is shown that the strong nonlinearity in the temperature-dependent thermal properties of NiTi in conjunction with the very different ..."
1566,1,"During crisis situations, teams are more prone to coordination breakdowns that are characterized by a temporary, diminished ability to function effectively as a team. However, team research currently lacks robust approaches for identifying transitions ..."
306,2,"This investigation assessed the extent to which elementary-age learning disabled students were able to generalize a computational skill. The subjects consisted of nine students, all of whom made systematic errors in arithmetic. Two experiments were ..."
927,1,BACKGROUND: Hemocompatibility is highly affected by the flow field in Left Ventricular Assistant Devices (LVAD).OBJECTIVE: An asymmetric inflow and outflow channel arrangement with a 45 intersection angle with respect to the blood chamber is proposed to ...
518,1,"Apoptosis is the phenotypic result of an active, regulated process of self-destruction. Following various cellular insults, apoptosis has been demonstrated in numerous unicellular eukaryotes, but very little is known about the genes and proteins that ..."
2914,1,"G protein-coupled receptors (GPCRs) comprise the most important superfamily of protein targets in current ligand discovery and drug development. GPCRs are integral membrane proteins that play key roles in various cellular signaling processes. Therefore, ..."
2363,2,"A new generation of science curriculum materials is being developed and made widely available across K12. These materials, along with their associated professional learning, are expected to play a pivotal role in transforming science instruction to meet ..."
669,1,The term whiplash was initially used to describe injuries to the neck caused by the head being forced backwards during a rear-end collision in cars without head restraints. The addition of head restraints in the 1970s was expected to solve this ...
2502,1,"The problem of publication bias has long been discussed in research fields such as medicine. There is a consensus that publication bias is a reality and that solutions should be found to reduce it. In methodological computational research, including ..."
190,1,"In wind turbines, blades are critical design members because performance depends on blade material, shape, twist angle, etc. The problem of internal, mechanical design and material selection for a prototypical high-power horizontal axis wind turbine blade ..."
485,1,"During the sport of wave surfing, the fins on a surfboard play a major role in the overall performance of the surfer. This article presents the optimisation of a surfboard fin shape, using coupled genetic algorithms with the FLUENT solver, aiming at the ..."
1208,1,"Saint Louis encephalitis virus, a member of the flaviviridae subgroup, is a culex mosquito-borne pathogen. Despite severe epidemic outbreaks on several occasions, not much progress has been made with regard to an epitope-based vaccine designed for Saint ..."
2042,1,"The capability to accurately model fluid flow within rotating TaylorCouette systems has a primary role in informing computational investigations of rotating machinery. There is considerable uncertainty regarding selection of modelling approach, including ..."
2509,1,This study is concerned with the systematic approach to improve catalyst flow uniformity and light-off behaviour through the basic understanding of exhaust flow characteristics. An experimental and computational approach to the unsteady ...
986,1,"Bioreactor system has been used in bone tissue engineering in order to simulate dynamic nature of bone tissue environments. Perfusion bioreactors have been reported as the most efficient types of shear-loading bioreactor. Also, combination of forces, such ..."
803,1,"The paper presents the overall frame, principal steps, and some results of a numerical model of a power boiler furnace that uses pulverized coal, with tangential disposition of the burners. This model demonstrates the application potential of the ..."
2553,1,"Introduction: The emergence of new omics approaches, such as genomic algorithms to identify tumor mutations and molecular modeling tools to predict the three-dimensional structure of proteins, has facilitated the understanding of the dynamic mechanisms ..."
2695,1,"Graphical abstractWith the development of society and the enhancement of peoples living standards, people are paying increasing attention to the safety and comfort of travel. Incorporating solar radiation blocking technology into heating, ventilation, and air conditioning ..."
369,2,"The aim of this study was to describe and compare perceptions of critical thinking, attitudes to and availability of research, research utilization and barriers to this among nursing students in Scandinavia and Indonesia. Data were collected at the ..."
1073,1,"With regard to road safety issues, a deep understanding of the driver as a logic system is crucial to predict the most probable behavior according to the contextual elements. Knowledge and data about human functional abilities exist. But the problem is to ..."
2818,1,The optimization of thermal processes such as sterilization relies on the accuracy of relevant kinetic data for bacterial inactivation and quality evolution. It is also dependent on the geometry and heating mechanism involved in the process. In ...
511,1,"Contemporary education policy involves the integration of novel forms of data and the creation of new data platforms, in addition to the infusion of business principles into school governance networks, and intensification of socio-technical relations. In ..."
8,1,"The current paper is concerned with the development of a new energy-saving vacuum pad using computational fluid dynamics (CFD)-technique. CFD which is a powerful tool to provide an effective insight into the flow field numerically. Nowadays, ..."
425,2,Modelling the premixed charge compression ignition (PCCI) engine requires a balanced approach that captures both fluid motion as well as low- and high-temperature fuel oxidation. A fully integrated computational fluid dynamics (CFD) and chemistry ...
343,2,"Atherosclerosis at the early stage in coronary arteries has been associated with low cycle-average wall shear stress magnitude. However, parallel to the identification of an established active role for low wall shear stress in the onset/progression of the ..."
299,2,"Robotics Education (RE) is viewed as a tool to narrow the gender gap in STEM fields, especially for promoting girls learning. As an emerging and potential model in RE, Pair Learning (PL) is different from Individual Learning (IL), which is impacted by ..."
1902,1,"Numerical analysis is increasingly used for batch modelling runs, with each individual model possessing a unique combination of input parameters sampled from a range of potential values. Whilst such an approach can help to develop a comprehensive ..."
2110,1,"In recent years, the triply periodic minimal surface (TPMS)-based scaffolds have been served as one of the crucial types of structures for biological replacements, the energy absorber, etc. Meanwhile, the development of additive manufacturing (AM) has ..."
7,3,Cold surfaces may cause thermal discomfort due to down draught and/or infrared radiation exchange. In this paper a cold vertical surface of 3m height in a room (3  3  5m3) was investigated using computational fluid dynamics (CFD). Also calculated were a ...
998,1,"Many institutions are now developing large-scale, complex, coupled multiphysics computational simulations for massively parallel platforms for the simulation of the performance of nuclear weapons and certification of the stockpile, and for research in ..."
1807,1,"In order to clarify the elasto-viscoplastic deformation behavior and strength of rubber blended semi-crystalline polymer, micro- to mesoscopic mechanical behavior was modeled by using large deformation finite element homogenization method. In this model, ..."
1820,1,"Approaches to modeling social phenomena vary on a continuum from simple models, in which causality is clear and parameters few, to realistic, high-fidelity models designed to capture the most detailed system behavior possible in a specific setting. ..."
767,1,"Aim In current rotary blood pumps, complications related to blood trauma due to shear stresses are still frequently observed clinically. Reducing the rotor tip speed might decrease blood trauma. Therefore, the aim of this project was to design a two-stage ..."
3113,1,The development of large medium-speed catamarans aims increasing economic viability and reducing the possible negative influence on the environment of fast sea transportation. These vessels are likely to operate at hump speed where wave-making can be the ...
2605,1,"Swets et al. (2008. Underspecification of syntactic ambiguities: Evidence from self-paced reading. Memory and Cognition, 36(1), 201216) presented evidence that the so-called ambiguity advantage [Traxler et al. (1998). Adjunct attachment is not a form of ..."
2776,1,"Causality is grounded in every scientific field. Computational modelling is no exception, except that it is our focus in this article. But what if we have made a mistake? Is causality a constraint on our understanding of complex systems? Is it an obstacle ..."
15,1,"In this study, a computational fluid dynamics analysis was performed on bio-inspired micro aerial vehicle scale rigid flapping wings. The computational fluid dynamics analysis used a compressible unsteady Reynolds Averaged NavierStokes solver with low-..."
1585,2,"Application of computational fluid dynamics to real steam flows including non-equilibrium condensing flows requires an accurate and, at the same time, computationally inexpensive formulation of thermodynamic properties of steam. The present formulation ..."
2498,1,Background: There is increasing evidence from animal and clinical studies that network hyperexcitability (NH) may be an important pathophysiological process and potential target for treatment in early Alzheimers disease (AD). Measures of functional ...
2391,1,"Precision of materialized designs is the conventional goal of digital fabrication in architecture. Recently, however, an alternative concept has emerged which refashions the imprecisions of digital processes into creative opportunities. While the ..."
2918,2,"Jiedu Huoxue Decoction (JHD), a recommended traditional prescription for patients with severe COVID-19, has appeared in the treatment protocols in China. Based on bioinformatics and computational chemistry methods, including molecular docking, molecular ..."
1413,1,"In contrast to traditional models of design process fundamentally defined by the abstract manipulation of objects, this study recognizes that the resources available for rethinking architecture are to be found in a reformulation of its theory and ..."
14,3,The discipline of computational fluid dynamics is de manding ever-increasing computational power to deal with complex fluid flow problems. We investigate the performance of a finite-difference computational fluid dynamics algorithm on a massively parallel ...
2438,1,"The selection of coals for pulverised coal injection usually consists of evaluating the carbonaceous matter. However, the reduction of permeability in the lower section of the blast furnace with high rates of pulverised coal injection can be associated ..."
1757,1,This article takes inspiration from Kittlers claim that philosophy has neglected the means used for its production. Kittlers argument for media ontology will be compared to the post-Kantian project of re-inventing philosophy through the medium of ...
2556,1,"A new algorithm has been constructed for finding under- and overrepresented oligonucleotide motifs in the protein coding regions of genomes that have been normalized for G/C content, codon usage, and amino acid order. This Robins-Krasnitz algorithm has ..."
2407,1,Observation is at the center of all biological sciences. Advances in imaging technologies are therefore essential to derive novel biological insights to better understand the complex workings of living systems. Recent high-throughput sequencing and ...
266,1,"This article reimagines the quantified self within the context of Black feminist technologies. Bringing computation and autoethnographic methods together using a methodology I call computational digital autoethnography, I harvest my social media data to ..."
3079,1,"Hybrid porous tilting pad bearings with the advantages of gas porous bearings and tilting pad bearings exhibited excellent rotor-supporting performance with high accuracy and stability. Under hybrid lubrication, the transient adaptive motion of the ..."
2554,2,"Children with sickle cell anemia (SCA) have a high incidence of strokes, and transcranial Doppler (TCD) identifies at-risk patients by measuring blood velocities in large intracerebral arteries; time-averaged mean velocities greater than 200 cm/s confer ..."
1220,1,"A three-dimensional, multi-phase, non-isothermal computational fluid dynamics model of a proton exchange membrane fuel cell has been developed to simulate the hygro and thermal stresses in polymer membrane, which developed during the cell ..."
12,1,This article describes a portion of the Propulsion Integration project that deals with the design and optimization of the flow control in the FOI-EIC-01 inlet. It uses both computational fluid dynamics (CFD) and wind tunnel testing in a way that ...
76,1,"A computational investigation of New MEXICO test cases operating under axial flow conditions is reported. Three wind speed cases (10, 15, 24 m/s) corresponding to three different tip speed ratios (10, 6.67, 4.17) when the turbine operates at 425.1 rpm ..."
2469,1,"Computational fluid dynamics for ship hydrodynamics has made monumental progress over the last ten years, which is reaching the milestone of providing first-generation simulation-based design tools with vast capabilities for model- and full-scale ..."
2178,1,"This paper presents the VDM 2000, a computational model of target detection designed for use in military developmental test and evaluation settings. The model integrates research results from the fields of early vision, object recognition, and ..."
1683,1,"All over the world, the oil and gas industries are the most important source of energy. The likelihood of subsea gas and oil leakage is increasing, which can cause threats and harmful impacts on the marine environment and potentially catastrophic events ..."
303,1,Little use is made of multiple processors available on current supercomputers (computers with a theoretical peak performance capability equal to 100 MFLOPS or more) to improve turnaround time in computational aerodynamics. The productivity of a computer ...
374,1,"In this study, a computational model is developed using finite-element techniques within a continuum micromechanics framework to capture the effect of electron-hopping-induced conductive paths at the nanoscale which contribute to the macroscale ..."
2331,1,"This review focuses on the modeling of articular cartilage (at the tissue level), chondrocyte mechanobiology (at the cell level) and a combination of both in a multiscale computation scheme. The primary objective is to evaluate the advantages and ..."
1402,1,"This paper introduces the design of an agent-based leadership support system exploiting a computational model for development of individuals or groups. It is to be used, for example, as a basis for systems to support a group leader in the development of ..."
1470,1,This panel introduces the current practice of human performance modeling and its applications to Human Factors research and discusses how we can promote modeling education. We argue that there is a necessity for new and more engaging learning tools and ...
220,2,This review deals with different aspects of hydrophobicity at nanostructured surfaces. Theoretical and geometric effects as well as those of surface feature geometry on hydrophobicity are explored in this article. This review includes surface modification ...Graphical Abstract
1533,1,Objectives To determine the site and nature of altered hemodynamics in pathological internal jugular veins. Method With the use of computational fluid mechanics software we simulated blood flow in 3 D models of the internal jugular veins that exhibited ...
308,1,The current study examined the effects of higher order thinking skills (HOTS) interventions with gifted students in Taiwan. A total of 25 studies published between 1997 and 2017 were included. Twenty-nine effect sizes were extracted for the 25 studies. ...
2220,1,"Climate change has the potential to displace large populations in many parts of the developed and developing world. Understanding why, how, and when environmental migrants decide to move is critical to successful strategic planning within organizations ..."
1488,1,"Constructive matching and response elimination strategies are two primarily used cognitive strategies in Ravens Advanced Progressive Matrices (APM), a valid measurement instrument of general intelligence. Identifying strategies is necessary for ..."
230,2,"A detailed understanding of the airfuel mixing process in gasoline direct injection engines is necessary to avoid soot formation that might result from charge inhomogeneities or liquid fuel impingement on the cylinder walls. Within this context, the use ..."
2992,2,"Problem posing is identified as an important activity in mathematics education. In problem posing, it is important but difficult for learners to generate diverse problems. In this study, we examine a method and implement a system for facilitating learners'..."
3189,2,"Many countries and regions have reached a consensus to promote science, technology, engineering, and mathematics (STEM) education in the past decade. A body of studies have demonstrated that the design and organization of interdisciplinary teaching ..."
2711,1,"The Latin roots of the word reparations are re (again) plus parere which means to give birth to, bring into being, produce. Together they mean to make generative once again. In this sense, the extraction processes that cause labor injustice, ..."
2,3,"In the present work, computational fluid dynamics (CFD) simulations of a single-cylinder gasoline compression ignition (GCI) engine are performed to investigate the impact of gasoline-ethanol blending on autoignition, nitrogen oxide (NOx), and soot ..."
253,1,"Cylindrical gas film sealing technology is a new type of dry gas sealing technology. Compared with the face gas film sealing technology, the cylindrical gas film seal presents a strong floating property, which can reduce the vibration and thermal ..."
10,3,"Computational fluid dynamics (CFD) modeling (or field modeling) is becoming the main method for numerical simulation of building fires. Among many factors that influence the validity and accuracy of CFD simulation results, the computational domain is ..."
231,2,"The piston bowl design is one of the most important factors that affect the air/fuel mixing and the subsequent combustion and pollutant formation processes in a direct injection diesel engine. The bowl geometry and dimensions, such as the pip ..."
1256,1,"The development of physically representative models that allow reliable simulation of the processes under realistic conditions is essential for the development and optimization of fuel cells, the introduction of cheaper materials and fabrication ..."
2166,1,"In this article we survey the main research topics of our group at the University of Essex. Our research interests lie at the intersection of theoretical computer science, artificial intelligence, and economic theory. In particular, we focus on the design ..."
267,2,"This article investigates how the COVID-19 pandemic was framed in public, private and non-profit media production. It conceptualises digital news as an indicator of social resilience and the interaction between social and biological/natural systems. We ..."
2506,1,A computational model of attention and situation awareness (SA) was developed and used to predict pilot errors in the task of taxiing from runway to terminal. The model incorporates a low-level perception/attention module and a higher-level belief-...
2574,1,"The present paper reviews tribological phenomena in metal machining from computational aspects. Emphasis is laid on the interaction between the mechanical aspects of tribology and the characteristics of the cutting process. Firstly, the ..."
1032,2,"Metamodels can be used to reduce the computational burden associated with computationally demanding analyses of simulation models, although applications within health economics are still scarce. Besides a lack of awareness of their potential within health ..."
3005,1,"This paper deals with the treatment of stress in Greek inflectional morphology. First, a morphological processor is presented which is built on the basis of a linguistic analysis of Greek inflected forms. This is followed by a discussion of how stress ..."
788,2,The aim of this article is to develop a three-dimensional computational model to simulate the traveling process of inlet distortion in fan and compressor with low calculated costs. The model is established based on the body force model in the framework of ...
1465,1,"Cognitive ability is closely associated with the acquisition of programming skills, and enhancing learners cognitive ability is a crucial factor in improving the efficacy of programming education. Adaptive feedback strategies can provide learners with ..."
2315,1,This article reports five studies in which a scale for assessing teachers beliefs about classroom use of critical-thinking (CT) activities was developed and its scores evaluated for reliability and validity. The Critical Thinking Belief Appraisal (CTBA) ...
1466,1,"The purpose of this study was to examine the relations of various cognitive abilities and aspects of math performance with computational estimation skill among third graders. Students (n= 315) were assessed on language, nonverbal reasoning, concept ..."
1981,1,"The masked onset priming effect (MOPE) refers to the empirical finding that target naming is faster when the target (SIB) is preceded by a briefly presented masked prime that starts with the same letter/phoneme (suf) than when it does not (mof; Kinoshita, ..."
284,1,"This study investigates pre-service computer science (CS) teachers perspectives on the factors affecting their programming abilities, concerns about their future professional lives, and pedagogical suggestions for effective programming teaching. The ..."
2908,1,"One goal of experimental economics is to provide data to identify models that best describe the behavior of experimental subjects and, more generally, human economic behavior. We discuss here what we think are the three main steps required to make ..."
2317,1,"This article is set within a technological paradigm shift that denotes a transition from hardware to software and that, by means of applications and operating systems, plays a central role in the sociocultural sphere, intervening in the creation, ..."
1228,1,Is it possible to induce a mind-set that will affect relational thinking in a subsequent reasoning task involving unrelated materials? We investigated whether evaluating the validity of verbal analogies (Experiment 1a) or generating solutions for them (...
2355,1,"This paper presents a nascent conceptual framework (The LISI4C framework) for designing a Library and Information Science (LIS) curriculum tailored to meet the demands of Industry 4.0 (4IR) in particularly South Africa, with global applicability. The ..."
1783,1,"John Pollock (19402009) was an influential American philosopher who made important contributions to various fields, including epistemology and cognitive science. In the last 25 years of his life, he also contributed to the computational study of ..."
1271,1,"A stable liquid/liquid optical waveguide (LLW) was formed using a sheath flow, where a 15% sodium chloride (NaCl) solution functioned as the core solution and water functioned as the cladding solution (15% NaCl/water LLW). The LLW was at least 200 mm in ..."
1475,1,"A Turing test is proposed to evaluate current computational and associative models of learning, and to guide theoretical developments. This test requires a specification of the procedures to which the model applies, a sampling of procedures and response ..."
175,2,Research shows charter schools are more segregated by race and class than are traditional public schools. I investigate an underexamined mechanism for this segregation: Charter schools project identities corresponding to parents race- and class-specific ...
161,1,This paper proposes an innovative enriched second-order multi-scale (SOMS) computational method to simulate and analyze the nonlocal thermoelastic problems of blend composites with stress and heat flux gradient behaviors. The multiple periodical ...
